,tokens,ner_tags
19277,at,O
19278,the,O
19279,march,B-MISC
19280,hare,I-MISC
19281,.,O
19282,[SEP],O
19283,[CLS],O
19284,‘,O
19285,it,O
19286,was,O
19287,the,O
19288,best,O
19289,butter,O
19290,",",O
19291,’,O
19292,the,O
19293,march,B-MISC
19294,hare,I-MISC
19295,meek,O
19296,##ly,O
19297,replied,O
19298,.,O
19299,[SEP],O
19300,[CLS],O
19301,‘,O
19302,yes,O
19303,",",O
19304,but,O
19305,some,O
19306,cr,O
19307,##umb,O
19308,##s,O
19309,must,O
19310,have,O
19311,got,O
19312,in,O
19313,as,O
19314,well,O
19315,",",O
19316,’,O
19317,the,O
19318,hat,O
19319,##ter,O
19320,grumbled,O
19321,:,O
19322,‘,O
19323,you,O
19324,shouldn,O
19325,’,O
19326,t,O
19327,have,O
19328,put,O
19329,it,O
19330,in,O
19331,with,O
19332,the,O
19333,bread,O
19334,-,O
19335,knife,O
19336,.,O
19337,’,O
19338,[SEP],O
19339,[CLS],O
19340,the,O
19341,march,B-MISC
19342,hare,I-MISC
19343,took,O
19344,the,O
19345,watch,O
19346,and,O
19347,looked,O
19348,at,O
19349,it,O
19350,gloom,O
19351,##ily,O
19352,:,O
19353,then,O
19354,he,O
19355,dipped,O
19356,it,O
19357,into,O
19358,his,O
19359,cup,O
19360,of,O
19361,tea,O
19362,",",O
19363,and,O
19364,looked,O
19365,at,O
19366,it,O
19367,again,O
19368,:,O
19369,but,O
19370,he,O
19371,could,O
19372,think,O
19373,of,O
19374,nothing,O
19375,better,O
19376,to,O
19377,say,O
19378,than,O
19379,his,O
19380,first,O
19381,remark,O
19382,",",O
19383,‘,O
19384,it,O
19385,was,O
19386,the,O
19387,best,O
19388,butter,O
19389,",",O
19390,you,O
19391,know,O
19392,.,O
19393,’,O
19394,[SEP],O
19395,[CLS],O
19396,alice,B-PER
19397,had,O
19398,been,O
19399,looking,O
19400,over,O
19401,his,O
19402,shoulder,O
19403,with,O
19404,some,O
19405,curiosity,O
19406,.,O
19407,‘,O
19408,what,O
19409,a,O
19410,funny,O
19411,watch,O
19412,!,O
19413,’,O
19414,she,O
19415,remarked,O
19416,.,O
19417,‘,O
19418,it,O
19419,tells,O
19420,the,O
19421,day,O
19422,of,O
19423,the,O
19424,month,O
19425,",",O
19426,and,O
19427,doesn,O
19428,’,O
19429,t,O
19430,tell,O
19431,what,O
19432,o,O
19433,’,O
19434,clock,O
19435,it,O
19436,is,O
19437,!,O
19438,’,O
19439,[SEP],O
19440,[CLS],O
19441,‘,O
19442,why,O
19443,should,O
19444,it,O
19445,?,O
19446,’,O
19447,muttered,O
19448,the,O
19449,hat,O
19450,##ter,O
19451,.,O
19452,‘,O
19453,does,O
19454,your,O
19455,watch,O
19456,tell,O
19457,you,O
19458,what,O
19459,year,O
19460,it,O
19461,is,O
19462,?,O
19463,’,O
19464,[SEP],O
19465,[CLS],O
19466,‘,O
19467,of,O
19468,course,O
19469,not,O
19470,",",O
19471,’,O
19472,alice,B-PER
19473,replied,O
19474,very,O
19475,readily,O
19476,:,O
19477,‘,O
19478,but,O
19479,that,O
19480,’,O
19481,s,O
19482,because,O
19483,it,O
19484,stays,O
19485,the,O
19486,same,O
19487,year,O
19488,for,O
19489,such,O
19490,a,O
19491,long,O
19492,time,O
19493,together,O
19494,.,O
19495,’,O
19496,[SEP],O
19497,[CLS],O
19498,‘,O
19499,which,O
19500,is,O
19501,just,O
19502,the,O
19503,case,O
19504,with,O
19505,mine,O
19506,",",O
19507,’,O
19508,said,O
19509,the,O
19510,hat,O
19511,##ter,O
19512,.,O
19513,[SEP],O
19514,[CLS],O
19515,alice,B-PER
19516,felt,O
19517,dreadful,O
19518,##ly,O
19519,puzzled,O
19520,.,O
19521,the,O
19522,hat,O
19523,##ter,O
19524,’,O
19525,s,O
19526,remark,O
19527,seemed,O
19528,to,O
19529,have,O
19530,no,O
19531,sort,O
19532,of,O
19533,meaning,O
19534,in,O
19535,it,O
19536,",",O
19537,and,O
19538,yet,O
19539,it,O
19540,was,O
19541,certainly,O
19542,english,B-MISC
19543,.,O
19544,‘,O
19545,i,O
19546,don,O
19547,’,O
19548,t,O
19549,quite,O
19550,understand,O
19551,you,O
19552,",",O
19553,’,O
19554,she,O
19555,said,O
19556,",",O
19557,as,O
19558,politely,O
19559,as,O
19560,she,O
19561,could,O
19562,.,O
19563,[SEP],O
19564,[CLS],O
19565,‘,O
19566,the,O
19567,dorm,O
19568,##ouse,O
19569,is,O
19570,asleep,O
19571,again,O
19572,",",O
19573,’,O
19574,said,O
19575,the,O
19576,hat,O
19577,##ter,O
19578,",",O
19579,and,O
19580,he,O
19581,poured,O
19582,a,O
19583,little,O
19584,hot,O
19585,tea,O
19586,upon,O
19587,its,O
19588,nose,O
19589,.,O
19590,[SEP],O
19591,[CLS],O
19592,the,O
19593,dorm,O
19594,##ouse,O
19595,shook,O
19596,its,O
19597,head,O
19598,impatiently,O
19599,",",O
19600,and,O
19601,said,O
19602,",",O
19603,without,O
19604,opening,O
19605,its,O
19606,eyes,O
19607,",",O
19608,‘,O
19609,of,O
19610,course,O
19611,",",O
19612,of,O
19613,course,O
19614,;,O
19615,just,O
19616,what,O
19617,i,O
19618,was,O
19619,going,O
19620,to,O
19621,remark,O
19622,myself,O
19623,.,O
19624,’,O
19625,[SEP],O
19626,[CLS],O
19627,‘,O
19628,have,O
19629,you,O
19630,guessed,O
19631,the,O
19632,riddle,O
19633,yet,O
19634,?,O
19635,’,O
19636,the,O
19637,hat,O
19638,##ter,O
19639,said,O
19640,",",O
19641,turning,O
19642,to,O
19643,alice,B-PER
19644,again,O
19645,.,O
19646,[SEP],O
19647,[CLS],O
19648,‘,O
19649,no,O
19650,",",O
19651,i,O
19652,give,O
19653,it,O
19654,up,O
19655,",",O
19656,’,O
19657,alice,B-PER
19658,replied,O
19659,:,O
19660,‘,O
19661,what,O
19662,’,O
19663,s,O
19664,the,O
19665,answer,O
19666,?,O
19667,’,O
19668,[SEP],O
19669,[CLS],O
19670,‘,O
19671,i,O
19672,haven,O
19673,’,O
19674,t,O
19675,the,O
19676,slightest,O
19677,idea,O
19678,",",O
19679,’,O
19680,said,O
19681,the,O
19682,hat,O
19683,##ter,O
19684,.,O
19685,[SEP],O
19686,[CLS],O
19687,‘,O
19688,nor,O
19689,i,O
19690,",",O
19691,’,O
19692,said,O
19693,the,O
19694,march,B-PER
19695,hare,I-MISC
19696,.,O
19697,[SEP],O
19698,[CLS],O
19699,alice,B-PER
19700,sighed,O
19701,wear,O
19702,##ily,O
19703,.,O
19704,‘,O
19705,i,O
19706,think,O
19707,you,O
19708,might,O
19709,do,O
19710,something,O
19711,better,O
19712,with,O
19713,the,O
19714,time,O
19715,",",O
19716,’,O
19717,she,O
19718,said,O
19719,",",O
19720,‘,O
19721,than,O
19722,waste,O
19723,it,O
19724,in,O
19725,asking,O
19726,riddle,O
19727,##s,O
19728,that,O
19729,have,O
19730,no,O
19731,answers,O
19732,.,O
19733,’,O
19734,[SEP],O
19735,[CLS],O
19736,‘,O
19737,if,O
19738,you,O
19739,knew,O
19740,time,O
19741,as,O
19742,well,O
19743,as,O
19744,i,O
19745,do,O
19746,",",O
19747,’,O
19748,said,O
19749,the,B-PER
19750,hat,I-PER
19751,##ter,I-PER
19752,",",O
19753,‘,O
19754,you,O
19755,wouldn,O
19756,’,O
19757,t,O
19758,talk,O
19759,about,O
19760,wasting,O
19761,it,O
19762,.,O
19763,it,O
19764,’,O
19765,s,O
19766,him,O
19767,.,O
19768,’,O
19769,[SEP],O
19770,[CLS],O
19771,‘,O
19772,i,O
19773,don,O
19774,’,O
19775,t,O
19776,know,O
19777,what,O
19778,you,O
19779,mean,O
19780,",",O
19781,’,O
19782,said,O
19783,alice,B-PER
19784,.,O
19785,[SEP],O
19786,[CLS],O
19787,‘,O
19788,of,O
19789,course,O
19790,you,O
19791,don,O
19792,’,O
19793,t,O
19794,!,O
19795,’,O
19796,the,O
19797,hat,O
19798,##ter,O
19799,said,O
19800,",",O
19801,tossing,O
19802,his,O
19803,head,O
19804,contempt,O
19805,##uously,O
19806,.,O
19807,‘,O
19808,i,O
19809,dare,O
19810,say,O
19811,you,O
19812,never,O
19813,even,O
19814,spoke,O
19815,to,O
19816,time,O
19817,!,O
19818,’,O
19819,[SEP],O
19820,[CLS],O
19821,‘,O
19822,perhaps,O
19823,not,O
19824,",",O
19825,’,O
19826,alice,B-PER
19827,cautiously,O
19828,replied,O
19829,:,O
19830,‘,O
19831,but,O
19832,i,O
19833,know,O
19834,i,O
19835,have,O
19836,to,O
19837,beat,O
19838,time,O
19839,when,O
19840,i,O
19841,learn,O
19842,music,O
19843,.,O
19844,’,O
19845,[SEP],O
19846,[CLS],O
19847,‘,O
19848,ah,O
19849,!,O
19850,that,O
19851,accounts,O
19852,for,O
19853,it,O
19854,",",O
19855,’,O
19856,said,O
19857,the,O
19858,hat,O
19859,##ter,O
19860,.,O
19861,‘,O
19862,he,O
19863,won,O
19864,’,O
19865,t,O
19866,stand,O
19867,beating,O
19868,.,O
19869,now,O
19870,",",O
19871,if,O
19872,you,O
19873,only,O
19874,kept,O
19875,on,O
19876,good,O
19877,terms,O
19878,with,O
19879,him,O
19880,",",O
19881,he,O
19882,’,O
19883,d,O
19884,do,O
19885,almost,O
19886,anything,O
19887,you,O
19888,liked,O
19889,with,O
19890,the,O
19891,clock,O
19892,.,O
19893,for,O
19894,instance,O
19895,",",O
19896,suppose,O
19897,it,O
19898,were,O
19899,nine,O
19900,o,O
19901,’,O
19902,clock,O
19903,in,O
19904,the,O
19905,morning,O
19906,",",O
19907,just,O
19908,time,O
19909,to,O
19910,begin,O
19911,lessons,O
19912,:,O
19913,you,O
19914,’,O
19915,d,O
19916,only,O
19917,have,O
19918,to,O
19919,whisper,O
19920,a,O
19921,hint,O
19922,to,O
19923,time,O
19924,",",O
19925,and,O
19926,round,O
19927,goes,O
19928,the,O
19929,clock,O
19930,in,O
19931,a,O
19932,twin,O
19933,##kling,O
19934,!,O
19935,half,O
19936,-,O
19937,past,O
19938,one,O
19939,",",O
19940,time,O
19941,for,O
19942,dinner,O
19943,!,O
19944,’,O
19945,[SEP],O
19946,[CLS],O
19947,[,O
19948,‘,O
19949,i,O
19950,only,O
19951,wish,O
19952,it,O
19953,was,O
19954,",",O
19955,’,O
19956,the,O
19957,march,B-MISC
19958,hare,I-MISC
19959,said,O
19960,to,O
19961,itself,O
19962,in,O
19963,a,O
19964,whisper,O
19965,.,O
19966,),O
19967,[SEP],O
19968,[CLS],O
19969,‘,O
19970,that,O
19971,would,O
19972,be,O
19973,grand,O
19974,",",O
19975,certainly,O
19976,",",O
19977,’,O
19978,said,O
19979,alice,B-PER
19980,thoughtfully,O
19981,:,O
19982,‘,O
19983,but,O
19984,then,O
19985,-,O
19986,-,O
19987,i,O
19988,shouldn,O
19989,’,O
19990,t,O
19991,be,O
19992,hungry,O
19993,for,O
19994,it,O
19995,",",O
19996,you,O
19997,know,O
19998,.,O
19999,’,O
20000,[SEP],O
20001,[CLS],O
20002,‘,O
20003,not,O
20004,at,O
20005,first,O
20006,",",O
20007,perhaps,O
20008,",",O
20009,’,O
20010,said,O
20011,the,B-PER
20012,hat,I-PER
20013,##ter,I-PER
20014,:,O
20015,‘,O
20016,but,O
20017,you,O
20018,could,O
20019,keep,O
20020,it,O
20021,to,O
20022,half,O
20023,-,O
20024,past,O
20025,one,O
20026,as,O
20027,long,O
20028,as,O
20029,you,O
20030,liked,O
20031,.,O
20032,’,O
20033,[SEP],O
20034,[CLS],O
20035,‘,O
20036,is,O
20037,that,O
20038,the,O
20039,way,O
20040,you,O
20041,manage,O
20042,?,O
20043,’,O
20044,alice,B-PER
20045,asked,O
20046,.,O
20047,[SEP],O
20048,[CLS],O
20049,the,O
20050,hat,O
20051,##ter,O
20052,shook,O
20053,his,O
20054,head,O
20055,mo,O
20056,##urn,O
20057,##fully,O
20058,.,O
20059,‘,O
20060,not,O
20061,i,O
20062,!,O
20063,’,O
20064,he,O
20065,replied,O
20066,.,O
20067,‘,O
20068,we,O
20069,quarrel,O
20070,##led,O
20071,last,O
20072,march,O
20073,-,O
20074,-,O
20075,just,O
20076,before,O
20077,he,O
20078,went,O
20079,mad,O
20080,",",O
20081,you,O
20082,know,O
20083,-,O
20084,-,O
20085,’,O
20086,(,O
20087,pointing,O
20088,with,O
20089,his,O
20090,tea,O
20091,spoon,O
20092,at,O
20093,the,O
20094,march,B-MISC
20095,hare,I-MISC
20096,",",O
20097,),O
20098,‘,O
20099,-,O
20100,-,O
20101,it,O
20102,was,O
20103,at,O
20104,the,O
20105,great,O
20106,concert,O
20107,given,O
20108,by,O
20109,the,O
20110,queen,B-MISC
20111,of,I-MISC
20112,hearts,I-MISC
20113,",",O
20114,and,O
20115,i,O
20116,had,O
20117,to,O
20118,sing,O
20119,[SEP],O
20120,[CLS],O
20121,“,O
20122,twinkle,O
20123,",",O
20124,twinkle,O
20125,",",O
20126,little,O
20127,bat,O
20128,!,O
20129,how,O
20130,i,O
20131,wonder,O
20132,what,O
20133,you,O
20134,’,O
20135,re,O
20136,at,O
20137,!,O
20138,”,O
20139,[SEP],O
20140,[CLS],O
20141,you,O
20142,know,O
20143,the,O
20144,song,O
20145,",",O
20146,perhaps,O
20147,?,O
20148,’,O
20149,[SEP],O
20150,[CLS],O
20151,‘,O
20152,i,O
20153,’,O
20154,ve,O
20155,heard,O
20156,something,O
20157,like,O
20158,it,O
20159,",",O
20160,’,O
20161,said,O
20162,alice,B-PER
20163,.,O
20164,[SEP],O
20165,[CLS],O
20166,‘,O
20167,it,O
20168,goes,O
20169,on,O
20170,",",O
20171,you,O
20172,know,O
20173,",",O
20174,’,O
20175,the,O
20176,hat,O
20177,##ter,O
20178,continued,O
20179,",",O
20180,‘,O
20181,in,O
20182,this,O
20183,way,O
20184,:,O
20185,-,O
20186,-,O
20187,[SEP],O
20188,[CLS],O
20189,“,O
20190,up,O
20191,above,O
20192,the,O
20193,world,O
20194,you,O
20195,fly,O
20196,",",O
20197,like,O
20198,a,O
20199,tea,O
20200,-,O
20201,tray,O
20202,in,O
20203,the,O
20204,sky,O
20205,.,O
20206,twinkle,O
20207,",",O
20208,twinkle,O
20209,-,O
20210,-,O
20211,“,O
20212,’,O
20213,[SEP],O
20214,[CLS],O
20215,here,O
20216,the,O
20217,dorm,O
20218,##ouse,O
20219,shook,O
20220,itself,O
20221,",",O
20222,and,O
20223,began,O
20224,singing,O
20225,in,O
20226,its,O
20227,sleep,O
20228,‘,O
20229,twinkle,O
20230,",",O
20231,twinkle,O
20232,",",O
20233,twinkle,O
20234,",",O
20235,twinkle,O
20236,-,O
20237,-,O
20238,’,O
20239,and,O
20240,went,O
20241,on,O
20242,so,O
20243,long,O
20244,that,O
20245,they,O
20246,had,O
20247,to,O
20248,pinch,O
20249,it,O
20250,to,O
20251,make,O
20252,it,O
20253,stop,O
20254,.,O
20255,[SEP],O
20256,[CLS],O
20257,‘,O
20258,well,O
20259,",",O
20260,i,O
20261,’,O
20262,d,O
20263,hardly,O
20264,finished,O
20265,the,O
20266,first,O
20267,verse,O
20268,",",O
20269,’,O
20270,said,O
20271,the,O
20272,hat,B-PER
20273,##ter,O
20274,",",O
20275,‘,O
20276,when,O
20277,the,O
20278,queen,O
20279,jumped,O
20280,up,O
20281,and,O
20282,ba,O
20283,##wled,O
20284,out,O
20285,",",O
20286,“,O
20287,he,O
20288,’,O
20289,s,O
20290,murdering,O
20291,the,O
20292,time,O
20293,!,O
20294,off,O
20295,with,O
20296,his,O
20297,head,O
20298,!,O
20299,”,O
20300,’,O
20301,[SEP],O
20302,[CLS],O
20303,‘,O
20304,how,O
20305,dreadful,O
20306,##ly,O
20307,savage,O
20308,!,O
20309,’,O
20310,exclaimed,O
20311,alice,B-PER
20312,.,O
20313,[SEP],O
20314,[CLS],O
20315,‘,O
20316,and,O
20317,ever,O
20318,since,O
20319,that,O
20320,",",O
20321,’,O
20322,the,O
20323,hat,O
20324,##ter,O
20325,went,O
20326,on,O
20327,in,O
20328,a,O
20329,mo,O
20330,##urn,O
20331,##ful,O
20332,tone,O
20333,",",O
20334,‘,O
20335,he,O
20336,won,O
20337,’,O
20338,t,O
20339,do,O
20340,a,O
20341,thing,O
20342,i,O
20343,ask,O
20344,!,O
20345,it,O
20346,’,O
20347,s,O
20348,always,O
20349,six,O
20350,o,O
20351,’,O
20352,clock,O
20353,now,O
20354,.,O
20355,’,O
20356,[SEP],O
20357,[CLS],O
20358,a,O
20359,bright,O
20360,idea,O
20361,came,O
20362,into,O
20363,alice,B-PER
20364,’,O
20365,s,O
20366,head,O
20367,.,O
20368,‘,O
20369,is,O
20370,that,O
20371,the,O
20372,reason,O
20373,so,O
20374,many,O
20375,tea,O
20376,-,O
20377,things,O
20378,are,O
20379,put,O
20380,out,O
20381,here,O
20382,?,O
20383,’,O
20384,she,O
20385,asked,O
20386,.,O
20387,[SEP],O
20388,[CLS],O
20389,‘,O
20390,yes,O
20391,",",O
20392,that,O
20393,’,O
20394,s,O
20395,it,O
20396,",",O
20397,’,O
20398,said,O
20399,the,O
20400,hat,B-PER
20401,##ter,B-PER
20402,with,O
20403,a,O
20404,sigh,O
20405,:,O
20406,‘,O
20407,it,O
20408,’,O
20409,s,O
20410,always,O
20411,tea,O
20412,-,O
20413,time,O
20414,",",O
20415,and,O
20416,we,O
20417,’,O
20418,ve,O
20419,no,O
20420,time,O
20421,to,O
20422,wash,O
20423,the,O
20424,things,O
20425,between,O
20426,while,O
20427,##s,O
20428,.,O
20429,’,O
20430,[SEP],O
20431,[CLS],O
20432,‘,O
20433,then,O
20434,you,O
20435,keep,O
20436,moving,O
20437,round,O
20438,",",O
20439,i,O
20440,suppose,O
20441,?,O
20442,’,O
20443,said,O
20444,alice,B-PER
20445,.,O
20446,[SEP],O
20447,[CLS],O
20448,‘,O
20449,exactly,O
20450,so,O
20451,",",O
20452,’,O
20453,said,O
20454,the,B-PER
20455,hat,I-PER
20456,##ter,B-PER
20457,:,O
20458,‘,O
20459,as,O
20460,the,O
20461,things,O
20462,get,O
20463,used,O
20464,up,O
20465,.,O
20466,’,O
20467,[SEP],O
20468,[CLS],O
20469,‘,O
20470,but,O
20471,what,O
20472,happens,O
20473,when,O
20474,you,O
20475,come,O
20476,to,O
20477,the,O
20478,beginning,O
20479,again,O
20480,?,O
20481,’,O
20482,alice,B-PER
20483,ventured,O
20484,to,O
20485,ask,O
20486,.,O
20487,[SEP],O
20488,[CLS],O
20489,‘,O
20490,suppose,O
20491,we,O
20492,change,O
20493,the,O
20494,subject,O
20495,",",O
20496,’,O
20497,the,O
20498,march,B-PER
20499,hare,I-MISC
20500,interrupted,O
20501,",",O
20502,ya,O
20503,##wn,O
20504,##ing,O
20505,.,O
20506,‘,O
20507,i,O
20508,’,O
20509,m,O
20510,getting,O
20511,tired,O
20512,of,O
20513,this,O
20514,.,O
20515,i,O
20516,vote,O
20517,the,O
20518,young,O
20519,lady,O
20520,tells,O
20521,us,O
20522,a,O
20523,story,O
20524,.,O
20525,’,O
20526,[SEP],O
20527,[CLS],O
20528,‘,O
20529,i,O
20530,’,O
20531,m,O
20532,afraid,O
20533,i,O
20534,don,O
20535,’,O
20536,t,O
20537,know,O
20538,one,O
20539,",",O
20540,’,O
20541,said,O
20542,alice,B-PER
20543,",",O
20544,rather,O
20545,alarmed,O
20546,at,O
20547,the,O
20548,proposal,O
20549,.,O
20550,[SEP],O
20551,[CLS],O
20552,‘,O
20553,then,O
20554,the,O
20555,dorm,O
20556,##ouse,O
20557,shall,O
20558,!,O
20559,’,O
20560,they,O
20561,both,O
20562,cried,O
20563,.,O
20564,‘,O
20565,wake,O
20566,up,O
20567,",",O
20568,dorm,O
20569,##ouse,O
20570,!,O
20571,’,O
20572,and,O
20573,they,O
20574,pinched,O
20575,it,O
20576,on,O
20577,both,O
20578,sides,O
20579,at,O
20580,once,O
20581,.,O
20582,[SEP],O
20583,[CLS],O
20584,the,O
20585,dorm,O
20586,##ouse,O
20587,slowly,O
20588,opened,O
20589,his,O
20590,eyes,O
20591,.,O
20592,‘,O
20593,i,O
20594,wasn,O
20595,’,O
20596,t,O
20597,asleep,O
20598,",",O
20599,’,O
20600,he,O
20601,said,O
20602,in,O
20603,a,O
20604,hoarse,O
20605,",",O
20606,fee,O
20607,##ble,O
20608,voice,O
20609,:,O
20610,‘,O
20611,i,O
20612,heard,O
20613,every,O
20614,word,O
20615,you,O
20616,fellows,O
20617,were,O
20618,saying,O
20619,.,O
20620,’,O
20621,[SEP],O
20622,[CLS],O
20623,‘,O
20624,tell,O
20625,us,O
20626,a,O
20627,story,O
20628,!,O
20629,’,O
20630,said,O
20631,the,O
20632,march,B-PER
20633,hare,I-MISC
20634,.,O
20635,[SEP],O
20636,[CLS],O
20637,‘,O
20638,yes,O
20639,",",O
20640,please,O
20641,do,O
20642,!,O
20643,’,O
20644,pleaded,O
20645,alice,B-PER
20646,.,O
20647,[SEP],O
20648,[CLS],O
20649,‘,O
20650,and,O
20651,be,O
20652,quick,O
20653,about,O
20654,it,O
20655,",",O
20656,’,O
20657,added,O
20658,the,B-PER
20659,hat,I-PER
20660,##ter,I-PER
20661,",",O
20662,‘,O
20663,or,O
20664,you,O
20665,’,O
20666,ll,O
20667,be,O
20668,asleep,O
20669,again,O
20670,before,O
20671,it,O
20672,’,O
20673,s,O
20674,done,O
20675,.,O
20676,’,O
20677,[SEP],O
20678,[CLS],O
20679,‘,O
20680,once,O
20681,upon,O
20682,a,O
20683,time,O
20684,there,O
20685,were,O
20686,three,O
20687,little,O
20688,sisters,O
20689,",",O
20690,’,O
20691,the,O
20692,dorm,O
20693,##ouse,O
20694,began,O
20695,in,O
20696,a,O
20697,great,O
20698,hurry,O
20699,;,O
20700,‘,O
20701,and,O
20702,their,O
20703,names,O
20704,were,O
20705,elsie,B-PER
20706,",",O
20707,lac,B-PER
20708,##ie,B-PER
20709,",",O
20710,and,O
20711,till,B-PER
20712,##ie,B-PER
20713,;,O
20714,and,O
20715,they,O
20716,lived,O
20717,at,O
20718,the,O
20719,bottom,O
20720,of,O
20721,a,O
20722,well,O
20723,-,O
20724,-,O
20725,’,O
20726,[SEP],O
20727,[CLS],O
20728,‘,O
20729,what,O
20730,did,O
20731,they,O
20732,live,O
20733,on,O
20734,?,O
20735,’,O
20736,said,O
20737,alice,B-PER
20738,",",O
20739,who,O
20740,always,O
20741,took,O
20742,a,O
20743,great,O
20744,interest,O
20745,in,O
20746,questions,O
20747,of,O
20748,eating,O
20749,and,O
20750,drinking,O
20751,.,O
20752,[SEP],O
20753,[CLS],O
20754,‘,O
20755,they,O
20756,lived,O
20757,on,O
20758,tre,B-LOC
20759,##acle,B-LOC
20760,",",O
20761,’,O
20762,said,O
20763,the,O
20764,dorm,O
20765,##ouse,O
20766,",",O
20767,after,O
20768,thinking,O
20769,a,O
20770,minute,O
20771,or,O
20772,two,O
20773,.,O
20774,[SEP],O
20775,[CLS],O
20776,‘,O
20777,they,O
20778,couldn,O
20779,’,O
20780,t,O
20781,have,O
20782,done,O
20783,that,O
20784,",",O
20785,you,O
20786,know,O
20787,",",O
20788,’,O
20789,alice,B-PER
20790,gently,O
20791,remarked,O
20792,;,O
20793,‘,O
20794,they,O
20795,’,O
20796,d,O
20797,have,O
20798,been,O
20799,ill,O
20800,.,O
20801,’,O
20802,[SEP],O
20803,[CLS],O
20804,‘,O
20805,so,O
20806,they,O
20807,were,O
20808,",",O
20809,’,O
20810,said,O
20811,the,O
20812,dorm,O
20813,##ouse,O
20814,;,O
20815,‘,O
20816,very,O
20817,ill,O
20818,.,O
20819,’,O
20820,[SEP],O
20821,[CLS],O
20822,alice,B-PER
20823,tried,O
20824,to,O
20825,fancy,O
20826,to,O
20827,herself,O
20828,what,O
20829,such,O
20830,an,O
20831,extraordinary,O
20832,ways,O
20833,of,O
20834,living,O
20835,would,O
20836,be,O
20837,like,O
20838,",",O
20839,but,O
20840,it,O
20841,puzzled,O
20842,her,O
20843,too,O
20844,much,O
20845,",",O
20846,so,O
20847,she,O
20848,went,O
20849,on,O
20850,:,O
20851,‘,O
20852,but,O
20853,why,O
20854,did,O
20855,they,O
20856,live,O
20857,at,O
20858,the,O
20859,bottom,O
20860,of,O
20861,a,O
20862,well,O
20863,?,O
20864,’,O
20865,[SEP],O
20866,[CLS],O
20867,‘,O
20868,take,O
20869,some,O
20870,more,O
20871,tea,O
20872,",",O
20873,’,O
20874,the,O
20875,march,B-PER
20876,hare,I-MISC
20877,said,O
20878,to,O
20879,alice,B-PER
20880,",",O
20881,very,O
20882,earnest,O
20883,##ly,O
20884,.,O
20885,[SEP],O
20886,[CLS],O
20887,‘,O
20888,i,O
20889,’,O
20890,ve,O
20891,had,O
20892,nothing,O
20893,yet,O
20894,",",O
20895,’,O
20896,alice,B-PER
20897,replied,O
20898,in,O
20899,an,O
20900,offended,O
20901,tone,O
20902,",",O
20903,‘,O
20904,so,O
20905,i,O
20906,can,O
20907,’,O
20908,t,O
20909,take,O
20910,more,O
20911,.,O
20912,’,O
20913,[SEP],O
20914,[CLS],O
20915,‘,O
20916,you,O
20917,mean,O
20918,you,O
20919,can,O
20920,’,O
20921,t,O
20922,take,O
20923,less,O
20924,",",O
20925,’,O
20926,said,O
20927,the,B-PER
20928,hat,I-PER
20929,##ter,I-PER
20930,:,O
20931,‘,O
20932,it,O
20933,’,O
20934,s,O
20935,very,O
20936,easy,O
20937,to,O
20938,take,O
20939,more,O
20940,than,O
20941,nothing,O
20942,.,O
20943,’,O
20944,[SEP],O
20945,[CLS],O
20946,‘,O
20947,nobody,O
20948,asked,O
20949,your,O
20950,opinion,O
20951,",",O
20952,’,O
20953,said,O
20954,alice,B-PER
20955,.,O
20956,[SEP],O
20957,[CLS],O
20958,‘,O
20959,who,O
20960,’,O
20961,s,O
20962,making,O
20963,personal,O
20964,remarks,O
20965,now,O
20966,?,O
20967,’,O
20968,the,O
20969,hat,O
20970,##ter,O
20971,asked,O
20972,triumphant,O
20973,##ly,O
20974,.,O
20975,[SEP],O
20976,[CLS],O
20977,alice,B-PER
20978,did,O
20979,not,O
20980,quite,O
20981,know,O
20982,what,O
20983,to,O
20984,say,O
20985,to,O
20986,this,O
20987,:,O
20988,so,O
20989,she,O
20990,helped,O
20991,herself,O
20992,to,O
20993,some,O
20994,tea,O
20995,and,O
20996,bread,O
20997,-,O
20998,and,O
20999,-,O
21000,butter,O
21001,",",O
21002,and,O
21003,then,O
21004,turned,O
21005,to,O
21006,the,O
21007,dorm,O
21008,##ouse,O
21009,",",O
21010,and,O
21011,repeated,O
21012,her,O
21013,question,O
21014,.,O
21015,‘,O
21016,why,O
21017,did,O
21018,they,O
21019,live,O
21020,at,O
21021,the,O
21022,bottom,O
21023,of,O
21024,a,O
21025,well,O
21026,?,O
21027,’,O
21028,[SEP],O
21029,[CLS],O
21030,the,O
21031,dorm,O
21032,##ouse,O
21033,again,O
21034,took,O
21035,a,O
21036,minute,O
21037,or,O
21038,two,O
21039,to,O
21040,think,O
21041,about,O
21042,it,O
21043,",",O
21044,and,O
21045,then,O
21046,said,O
21047,",",O
21048,‘,O
21049,it,O
21050,was,O
21051,a,O
21052,tre,O
21053,##acle,O
21054,-,O
21055,well,O
21056,.,O
21057,’,O
21058,[SEP],O
21059,[CLS],O
21060,‘,O
21061,there,O
21062,’,O
21063,s,O
21064,no,O
21065,such,O
21066,thing,O
21067,!,O
21068,’,O
21069,alice,B-PER
21070,was,O
21071,beginning,O
21072,very,O
21073,angrily,O
21074,",",O
21075,but,O
21076,the,O
21077,hat,B-MISC
21078,##ter,I-PER
21079,and,O
21080,the,O
21081,march,B-MISC
21082,hare,I-MISC
21083,went,O
21084,‘,O
